scenario,label,curvature,confounding,method,rep,seed,test_seed,n,test_n,converters,conversion,success,fit_success,error,warnings,convergence_warning,estimate_json,coefficients_json,log_ratio_rmse,lift_mae,lift_bias,rank_spearman,theta0,theta1,kappa,se0,se1,se_kappa,moment_norm,jac_condition,jac_min_singular,fit_seconds,invalid_train_fraction,poisson_iterations,poisson_gradient_max,invalid_grid_fraction,s_clipped_grid_fraction
linear_standard,"Log-linear, alocação padrão",0.0,1.0,DML-linear,0,2495653324,4149914585,3000,1000,123,0.041,True,True,,,False,"{""theta"": [-0.23973609567195492, -0.4967441962980762], ""se"": [0.23778787900593756, 0.23778787900593756], ""moment_norm"": 8.672306600880289e-19, ""jac_condition"": 4.94304313712625, ""cov"": [[0.0565430754021424, -0.03597402898818255], [-0.03597402898818255, 0.0565430754021424]], ""jac_singular_values"": [0.018080132351834692, 0.003657692609647341]}",,0.20242551068859915,0.18632003353272927,0.028595652747274457,1.0,-0.23973609567195492,-0.4967441962980762,,0.23778787900593756,0.23778787900593756,,8.672306600880289e-19,4.94304313712625,0.003657692609647341,0.2686312000000002,,,,,
linear_standard,"Log-linear, alocação padrão",0.0,1.0,DML-quadratic,0,2495653324,4149914585,3000,1000,123,0.041,True,True,,,False,"{""theta"": [-0.25334349237505427, -0.3002293402231005, -0.535296609836378], ""se"": [0.2356998904036719, 0.24621713286087263, 0.3625193981511991], ""moment_norm"": 6.79970286772167e-16, ""jac_condition"": 8.674610214087556, ""cov"": [[0.05555443833630295, -0.03715826293278254, 0.005658986358186764], [-0.03715826293278254, 0.06062287651422861, -0.030584881173217157], [0.005658986358186764, -0.030584881173217157, 0.13142031403590762]], ""jac_singular_values"": [0.0251224712356892, 0.005262985274591459, 0.0028960922295840266]}",,0.26527440226619853,0.19531336602058358,-0.19531336602058358,1.0,-0.25334349237505427,-0.3002293402231005,-0.535296609836378,0.2356998904036719,0.24621713286087263,0.3625193981511991,6.79970286772167e-16,8.674610214087556,0.0028960922295840266,0.3848357,,,,,
linear_standard,"Log-linear, alocação padrão",0.0,1.0,Log-mean-linear,0,2495653324,4149914585,3000,1000,123,0.041,True,True,,,False,,"[-3.2808702745685903, 0.6359798700728801, 0.2202440836611107, -0.21507481744095938, -0.325083987486852]",0.11831896457252995,0.08383002598342795,-0.0021413836341520566,1.0,-0.21507481744095938,-0.325083987486852,,,,,,,,0.001703499999999858,0.0,11.0,5.856730825130422e-10,0.0,
linear_standard,"Log-linear, alocação padrão",0.0,1.0,Log-mean-quadratic,0,2495653324,4149914585,3000,1000,123,0.041,True,True,,,False,,"[-3.1119222340407844, 0.6402871897710918, 0.2213616361847029, -0.24163521193180218, -0.22373095291921652, -0.5789585257180251]",0.2791601205952447,0.21546936382184634,-0.21546936382184634,1.0,-0.24163521193180218,-0.22373095291921652,-0.5789585257180251,,,,,,,0.002175299999999991,0.0,19.0,6.725910196454336e-10,0.0,
linear_standard,"Log-linear, alocação padrão",0.0,1.0,S-learner,0,2495653324,4149914585,3000,1000,123,0.041,True,True,,,False,,,0.900292352002255,0.5362849707349203,-0.4585867094773631,0.6124818427851586,,,,,,,,,,0.04381499999999994,,,,0.0,0.0
linear_standard,"Log-linear, alocação padrão",0.0,1.0,DML-linear,1,1418295205,3145108396,3000,1000,145,0.04833333333333333,True,True,,,False,"{""theta"": [-0.40558403785116526, -0.11289930894896907], ""se"": [0.186652790443977, 0.18665279044397703], ""moment_norm"": 1.4922834838768911e-18, ""jac_condition"": 3.6418189708932704, ""cov"": [[0.034839264180523195, -0.018500553427074348], [-0.018500553427074348, 0.0348392641805232]], ""jac_singular_values"": [0.02297825165536622, 0.006309553505821319]}",,0.06493244556730048,0.05297455579753685,0.002754736460961077,1.0,-0.40558403785116526,-0.11289930894896907,,0.186652790443977,0.18665279044397703,,1.4922834838768911e-18,3.6418189708932704,0.006309553505821319,0.2631307000000003,,,,,
linear_standard,"Log-linear, alocação padrão",0.0,1.0,DML-quadratic,1,1418295205,3145108396,3000,1000,145,0.04833333333333333,True,True,,,False,"{""theta"": [-0.40593530303684955, -0.12445595064058806, 0.0400308340218818], ""se"": [0.18648767928591706, 0.20249456168049512, 0.30838876838867363], ""moment_norm"": 1.2502429682016354e-18, ""jac_condition"": 7.248309128213796, ""cov"": [[0.03477765452544706, -0.020911016365908898, 0.00830022846863272], [-0.020911016365908898, 0.04100404751017584, -0.024259871098780174], [0.00830022846863272, -0.024259871098780174, 0.095103632468283]], ""jac_singular_values"": [0.023639235357971668, 0.006658936895430404, 0.003261344810192594]}",,0.06193250427055324,0.04806589516600888,0.020412917898812055,1.0,-0.40593530303684955,-0.12445595064058806,0.0400308340218818,0.18648767928591706,0.20249456168049512,0.30838876838867363,1.2502429682016354e-18,7.248309128213796,0.003261344810192594,0.38590009999999975,,,,,
linear_standard,"Log-linear, alocação padrão",0.0,1.0,Log-mean-linear,1,1418295205,3145108396,3000,1000,145,0.04833333333333333,True,True,,,False,,"[-3.190214291429052, 0.6011329711342394, 0.5192725758198007, -0.4530121511764564, -0.084255002220694]",0.09731302039722366,0.06997187391783574,0.009828183160112147,1.0,-0.4530121511764564,-0.084255002220694,,,,,,,,0.0018172000000000743,0.0,13.0,1.5334886966043385e-10,0.0,
linear_standard,"Log-linear, alocação padrão",0.0,1.0,Log-mean-quadratic,1,1418295205,3145108396,3000,1000,145,0.04833333333333333,True,True,,,False,,"[-3.1851706734696834, 0.6016275775356285, 0.5193476773773135, -0.4546587806850402, -0.08070813183965388, -0.01689502962899315]",0.09997942245245027,0.07262430461602311,0.002877484273798146,1.0,-0.4546587806850402,-0.08070813183965388,-0.01689502962899315,,,,,,,0.0018492999999999427,0.0,15.0,1.5069962580382955e-08,0.0,
linear_standard,"Log-linear, alocação padrão",0.0,1.0,S-learner,1,1418295205,3145108396,3000,1000,145,0.04833333333333333,True,True,,,False,,,0.4503972029499994,0.4309911234663875,0.21734146673177046,0.5072787006692495,,,,,,,,,,0.043540899999999993,,,,0.0,0.0
